#==============================================================================
# tracerinfo.dat: Created by GEOS-CHEM at 2017/08/09 11:49
#
# ****** CUSTOMIZED FOR NOx-Ox-Hydrocarbon-Aerosol SIMULATION *****
#
# This file contains name weight and index information about GEOS-CHEM
# tracers.  It is read by routine "ctm_tracerinfo.pro" of the GAMAP package.
#
# File Format:
# -----------------------------------------------------------------------------
# NAME     (A8   )  Tracer name (up to 8 chars)
#  --      (1X   )  1-character spacer
# FULLNAME (A30  )  Full tracer name (up to 30 chars)
# MOLWT    (E10.0)  Molecular weight (kg/mole)
# C        (I3   )  For HC's: # moles C/moles tracer; otherwise set=1
# TRACER   (I9   )  Tracer number (up to 9 digits)
# SCALE    (E10.3)  Standard scale factor to convert to unit given below
#  --      (1X   )  1-character spacer
# UNIT     (A40  )  Unit string
#
#==============================================================================
# GEOS-CHEM tracers [ppbv]
#==============================================================================
POCASO2  POCASO2 P/L family             0.000E+00  1    17076 1.000E+00 molec/cm3/s
POCBH2O  POCBH2O P/L family             0.000E+00  1    17077 1.000E+00 molec/cm3/s
POCBSO2  POCBSO2 P/L family             0.000E+00  1    17078 1.000E+00 molec/cm3/s
POCNO3   POCNO3 P/L family              0.000E+00  1    17079 1.000E+00 molec/cm3/s
POCO3_A  POCO3_A P/L family             0.000E+00  1    17080 1.000E+00 molec/cm3/s
POCO3_B  POCO3_B P/L family             0.000E+00  1    17081 1.000E+00 molec/cm3/s
POCO3_O  POCO3_O P/L family             0.000E+00  1    17082 1.000E+00 molec/cm3/s
POCOH    POCOH P/L family               0.000E+00  1    17083 1.000E+00 molec/cm3/s
POCSO2   POCSO2 P/L family              0.000E+00  1    17084 1.000E+00 molec/cm3/s
PSABAH2O PSABAH2O P/L family            0.000E+00  1    17085 1.000E+00 molec/cm3/s
PSABASO2 PSABASO2 P/L family            0.000E+00  1    17086 1.000E+00 molec/cm3/s
PSABBH2O PSABBH2O P/L family            0.000E+00  1    17087 1.000E+00 molec/cm3/s
PSABBSO2 PSABBSO2 P/L family            0.000E+00  1    17088 1.000E+00 molec/cm3/s
PSABNO3  PSABNO3 P/L family             0.000E+00  1    17089 1.000E+00 molec/cm3/s
PSABO3_A PSABO3_A P/L family            0.000E+00  1    17090 1.000E+00 molec/cm3/s
PSABO3_B PSABO3_B P/L family            0.000E+00  1    17091 1.000E+00 molec/cm3/s
PSABO3_O PSABO3_O P/L family            0.000E+00  1    17092 1.000E+00 molec/cm3/s
PSABOH   PSABOH P/L family              0.000E+00  1    17093 1.000E+00 molec/cm3/s
PSABSO2  PSABSO2 P/L family             0.000E+00  1    17094 1.000E+00 molec/cm3/s
#==============================================================================
# ND66 diagnostic quantities
#==============================================================================
UWND     GMAO UWND field                0.000E+00  1    12001 1.000E+00 m/s
VWND     GMAO VWND field                0.000E+00  1    12002 1.000E+00 m/s
TMPU     GMAO TMPU field                0.000E+00  1    12003 1.000E+00 K
SPHU     GMAO SPHU field                0.000E+00  1    12004 1.000E+00 g/kg
CMFMC    GMAO CMFMC field               0.000E+00  1    12005 1.000E+00 kg/m2/s
DTRAIN   GMAO DTRAIN field              0.000E+00  1    12006 1.000E+00 kg/m2/s
#==============================================================================
# ND67 diagnostic quantities
#==============================================================================
HFLUX    GMAO HFLUX field               0.000E+00  1    11001 1.000E+00 W/m2
RADSWG   GMAO RADSWG field              0.000E+00  1    11002 1.000E+00 W/m2
PREACC   GMAO PREACC field              0.000E+00  1    11003 1.000E+00 W/m2
PRECON   GMAO PRECON field              0.000E+00  1    11004 1.000E+00 W/m2
TS       GMAO TS field                  0.000E+00  1    11005 1.000E+00 K
RADSWT   GMAO RADSWT field              0.000E+00  1    11006 1.000E+00 W/m2
USTAR    GMAO USTAR field               0.000E+00  1    11007 1.000E+00 m/s
Z0       GMAO Z0 field                  0.000E+00  1    11008 1.000E+00 m
PBL      GMAO PBL field                 0.000E+00  1    11009 1.000E+00 hPa
CLDFRC   GMAO CLDFRC field              0.000E+00  1    11010 1.000E+00 unitless
U10M     GMAO U10M field                0.000E+00  1    11011 1.000E+00 m/s
V10M     GMAO V10M field                0.000E+00  1    11012 1.000E+00 m/s
PS-PBL   GMAO PS-PBL field              0.000E+00  1    11013 1.000E+00 hPa
ALBD     GMAO ALBD field                0.000E+00  1    11014 1.000E+00 unitless
PHIS     GMAO PHIS field                0.000E+00  1    11015 1.000E+00 m
CLDTOP   GMAO CLDTOP field              0.000E+00  1    11016 1.000E+00 level
TROPP    GMAO TROPP field               0.000E+00  1    11017 1.000E+00 hPa
SLP      GMAO SLP field                 0.000E+00  1    11018 1.000E+00 hPa
TSKIN    GMAO TSKIN field               0.000E+00  1    11019 1.000E+00 K
PARDF    GMAO PARDF field               0.000E+00  1    11020 1.000E+00 W/m2
PARDR    GMAO PARDR field               0.000E+00  1    11021 1.000E+00 W/m2
GWET     GMAO GWET field                0.000E+00  1    11022 1.000E+00 unitless
EFLUX    GMAO EFLUX field               0.000E+00  1    11023 1.000E+00 W/m2
#==============================================================================
# ND68 diagnostic quantities
#==============================================================================
BXHEIGHT Grid box height                0.000E+00  1    24001 1.000E+00 m
AD       Air mass in grid box           0.000E+00  1    24002 1.000E+00 kg
AVGW     Mixing ratio of H2O vapor      0.000E+00  1    24003 1.000E+00 v/v
N(AIR)   Number density of air          0.000E+00  1    24004 1.000E+00 molec/m3
#==============================================================================
# ND69 diagnostic quantities
#==============================================================================
DXYP     Grid box surface area          0.000E+00  1    25001 1.000E+00 m2
